,Lead time,Transfers,Origin,Destination,Departure,Arrival,kg CO2e/TEU,Ports,Carriers
25,23 days,3,BRFOR,NLVLI,"['11 NOV', ' 23:27', 'UTC-03:00']","['5 DEC', ' 03:23', 'UTC+01:00']",930,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'HAM', 'BRV', 'ANR'], ['ANR', 'ZEE'], ['ZEE', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC']"
26,24 days,3,BRFOR,NLVLI,"['11 NOV', ' 23:27', 'UTC-03:00']","['5 DEC', ' 23:32', 'UTC+01:00']",975,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'HAM', 'BRV'], ['BRV', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
27,21 days,3,BRFOR,NLVLI,"['28 OCT', ' 23:27', 'UTC-03:00']","['18 NOV', ' 07:32', 'UTC+01:00']",980,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
28,23 days,3,BRFOR,NLVLI,"['31 OCT', ' 08:42', 'UTC-03:00']","['22 NOV', ' 18:36', 'UTC+01:00']",1020,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC']"
29,23 days,3,BRFOR,NLVLI,"['29 OCT', ' 06:38', 'UTC-03:00']","['21 NOV', ' 07:23', 'UTC+01:00']",2065,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'ZEE'], ['ZEE', 'VLI']]","['MSC', 'MSC']"
30,12 days,2,BRFOR,BEZEE,"['28 OCT', ' 23:27', 'UTC-03:00']","['9 NOV', ' 12:02', 'UTC+01:00']",805,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ZEE']]","['Hapag-Lloyd, MSC']"
31,23 days,2,BRFOR,BEZEE,"['11 NOV', ' 23:27', 'UTC-03:00']","['5 DEC', ' 02:00', 'UTC+01:00']",880,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'HAM', 'BRV', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC']"
32,21 days,2,BRFOR,BEZEE,"['11 NOV', ' 23:27', 'UTC-03:00']","['2 DEC', ' 16:42', 'UTC+01:00']",940,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'HAM', 'BRV', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC']"
33,25 days,2,BRFOR,BEZEE,"['29 OCT', ' 00:00', 'UTC-03:00']","['22 NOV', ' 10:17', 'UTC+01:00']",1440,"[['FOR', 'PTP', 'CTG'], ['CTG', 'CAU', 'RTM'], ['RTM', 'ZEE']]","['CMA CGM', 'CMA CGM, COSCO, Hapag-Lloyd, OOCL']"
34,23 days,2,BRFOR,BEZEE,"['29 OCT', ' 06:38', 'UTC-03:00']","['21 NOV', ' 06:00', 'UTC+01:00']",2015,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'ZEE']]","['MSC', 'MSC']"
35,16 days,3,BRFOR,BEZEE,"['28 OCT', ' 23:27', 'UTC-03:00']","['13 NOV', ' 04:42', 'UTC+01:00']",845,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC']"
36,21 days,3,BRFOR,BEZEE,"['28 OCT', ' 23:27', 'UTC-03:00']","['18 NOV', ' 18:42', 'UTC+01:00']",850,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
37,22 days,3,BRFOR,BEZEE,"['28 OCT', ' 23:27', 'UTC-03:00']","['19 NOV', ' 14:42', 'UTC+01:00']",870,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
38,20 days,3,BRFOR,BEZEE,"['28 OCT', ' 23:27', 'UTC-03:00']","['18 NOV', ' 00:44', 'UTC+01:00']",900,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
39,24 days,3,BRFOR,BEZEE,"['27 OCT', ' 00:00', 'UTC-03:00']","['20 NOV', ' 02:43', 'UTC+01:00']",900,"[['FOR', 'NAT', 'VGO', 'LGP', 'RTM', 'LEH'], ['LEH', 'LEH'], ['LEH', 'ANR'], ['ANR', 'ZEE']]","['CMA CGM', 'CMA CGM, COSCO, Evergreen']"
40,19 days,3,BRFOR,BEZEE,"['27 OCT', ' 06:57', 'UTC-03:00']","['14 NOV', ' 12:42', 'UTC+01:00']",950,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'AGA', 'RTM', 'ANR'], ['ANR', 'ZEE']]","['MSC', 'MSC']"
41,25 days,3,BRFOR,BEZEE,"['11 NOV', ' 23:27', 'UTC-03:00']","['6 DEC', ' 04:59', 'UTC+01:00']",990,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'HAM', 'BRV', 'ANR'], ['ANR', 'DKK'], ['DKK', 'ZEE']]","['Hapag-Lloyd, MSC', 'MSC']"
42,24 days,3,BRFOR,BEZEE,"['11 NOV', ' 23:27', 'UTC-03:00']","['6 DEC', ' 00:42', 'UTC+01:00']",1010,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'HAM', 'BRV'], ['BRV', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
43,21 days,3,BRFOR,BEZEE,"['28 OCT', ' 23:27', 'UTC-03:00']","['18 NOV', ' 08:42', 'UTC+01:00']",1015,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM', 'LGP', 'BRV', 'HAM'], ['HAM', 'ANR'], ['ANR', 'ZEE']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
44,16 days,2,BRFOR,NLAMS,"['28 OCT', ' 23:27', 'UTC-03:00']","['13 NOV', ' 08:45', 'UTC+01:00']",735,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC']"
45,12 days,2,BRFOR,NLAMS,"['28 OCT', ' 23:27', 'UTC-03:00']","['9 NOV', ' 11:32', 'UTC+01:00']",790,"[['FOR', 'PEC'], ['PEC', 'PTM', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC']"
46,25 days,2,BRFOR,NLAMS,"['29 OCT', ' 00:00', 'UTC-03:00']","['22 NOV', ' 09:47', 'UTC+01:00']",1425,"[['FOR', 'PTP', 'CTG'], ['CTG', 'CAU', 'RTM'], ['RTM', 'AMS']]","['CMA CGM', 'CMA CGM, COSCO, Hapag-Lloyd, OOCL']"
47,16 days,3,BRFOR,NLAMS,"['27 OCT', ' 06:57', 'UTC-03:00']","['11 NOV', ' 23:47', 'UTC+01:00']",910,"[['FOR', 'PEC'], ['PEC', 'LPA'], ['LPA', 'LGP', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC']"
48,20 days,3,BRFOR,NLAMS,"['28 OCT', ' 23:27', 'UTC-03:00']","['18 NOV', ' 02:32', 'UTC+01:00']",945,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'AMS']]","['Hapag-Lloyd', 'Hapag-Lloyd']"
49,21 days,3,BRFOR,NLAMS,"['31 OCT', ' 08:42', 'UTC-03:00']","['20 NOV', ' 20:47', 'UTC+01:00']",1050,"[['FOR', 'PEC'], ['PEC', 'LPA', 'VLC'], ['VLC', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd, MSC', 'MSC']"
50,25 days,3,BRFOR,NLAMS,"['29 OCT', ' 06:38', 'UTC-03:00']","['23 NOV', ' 01:47', 'UTC+01:00']",2110,"[['FOR', 'SUA'], ['SUA', 'CTB'], ['CTB', 'RTM'], ['RTM', 'AMS']]","['MSC', 'MSC']"
51,27 days,3,BRFOR,NLAMS,"['29 OCT', ' 06:38', 'UTC-03:00']","['24 NOV', ' 14:43', 'UTC+01:00']",2290,"[['FOR', 'SUA'], ['SUA', 'CTB', 'CAU'], ['CAU', 'ANR'], ['ANR', 'AMS']]","['MSC', 'MSC']"
52,26 days,4,BRFOR,NLAMS,"['28 OCT', ' 23:27', 'UTC-03:00']","['23 NOV', ' 09:22', 'UTC+01:00']",945,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'ANR'], ['ANR', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd']"
53,19 days,4,BRFOR,NLAMS,"['28 OCT', ' 23:27', 'UTC-03:00']","['16 NOV', ' 10:47', 'UTC+01:00']",955,"[['FOR', 'PEC'], ['PEC', 'PTM'], ['PTM', 'LEI'], ['LEI', 'VGO', 'RTM'], ['RTM', 'AMS']]","['Hapag-Lloyd', 'Hapag-Lloyd', 'Hapag-Lloyd, W.E.C. Lines']"
54,19 days,0,BRSSZ,NLRTM,"['28 OCT', ' 02:30', 'UTC-03:00']","['15 NOV', ' 22:45', 'UTC+01:00']",910,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM']]","['Hapag-Lloyd, MSC']"
55,20 days,1,BRSSZ,NLRTM,"['26 OCT', ' 21:00', 'UTC-03:00']","['15 NOV', ' 22:45', 'UTC+01:00']",940,"[['SSZ', 'RIO'], ['RIO', 'SSA', 'PEC', 'PTM', 'RTM']]","['Hapag-Lloyd, Maersk', 'Hapag-Lloyd, MSC']"
56,20 days,1,BRSSZ,NLRTM,"['25 OCT', ' 09:00', 'UTC-03:00']","['14 NOV', ' 11:12', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'RTM']]","['MSC', 'MSC']"
57,27 days,1,BRSSZ,NLRTM,"['25 OCT', ' 09:00', 'UTC-03:00']","['20 NOV', ' 18:00', 'UTC+01:00']",1160,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'RTM']]","['Hapag-Lloyd, MSC', 'MSC']"
58,27 days,1,BRSSZ,NLRTM,"['26 OCT', ' 21:00', 'UTC-03:00']","['22 NOV', ' 07:00', 'UTC+01:00']",1640,"[['SSZ', 'RIO', 'CTG'], ['CTG', 'CAU', 'RTM']]","['Hapag-Lloyd, Maersk, MSC', 'CMA CGM, COSCO, Hapag-Lloyd, OOCL']"
59,30 days,2,BRSSZ,NLRTM,"['14 NOV', ' 13:30', 'UTC-03:00']","['14 DEC', ' 11:51', 'UTC+01:00']",915,"[['SSZ', 'RIO'], ['RIO', 'ANR'], ['ANR', 'RTM']]","['MSC', 'MSC']"
60,30 days,2,BRSSZ,NLRTM,"['25 OCT', ' 09:00', 'UTC-03:00']","['24 NOV', ' 06:00', 'UTC+01:00']",1045,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'RTM']]","['MSC', 'MSC', 'Containerships, MSC']"
61,28 days,2,BRSSZ,NLRTM,"['27 OCT', ' 05:28', 'UTC-03:00']","['23 NOV', ' 15:51', 'UTC+01:00']",1200,"[['SSZ', 'RIO'], ['RIO', 'ANR'], ['ANR', 'RTM']]",['MSC']
62,29 days,2,BRSSZ,NLRTM,"['30 OCT', ' 07:44', 'UTC-03:00']","['28 NOV', ' 09:26', 'UTC+01:00']",1680,"[['SSZ', 'RIO', 'CTG', 'CTB'], ['CTB', 'ZEE'], ['ZEE', 'RTM']]","['Hamburg Sud, Maersk, MSC', 'MSC']"
63,29 days,0,BRSSZ,BEANR,"['4 NOV', ' 08:00', 'UTC-03:00']","['2 DEC', ' 14:00', 'UTC+01:00']",1060,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'HAM', 'BRV', 'ANR']]","['Hapag-Lloyd, MSC']"
64,30 days,1,BRSSZ,BEANR,"['14 NOV', ' 13:30', 'UTC-03:00']","['14 DEC', ' 09:00', 'UTC+01:00']",825,"[['SSZ', 'RIO'], ['RIO', 'ANR']]","['MSC', 'MSC']"
65,19 days,1,BRSSZ,BEANR,"['30 OCT', ' 00:00', 'UTC-03:00']","['18 NOV', ' 03:04', 'UTC+01:00']",945,"[['SSZ', 'PTM', 'LGP', 'RTM'], ['RTM', 'ANR']]","['CMA CGM, Hamburg Sud, Maersk']"
66,23 days,1,BRSSZ,BEANR,"['28 OCT', ' 02:30', 'UTC-03:00']","['19 NOV', ' 22:00', 'UTC+01:00']",965,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
67,28 days,1,BRSSZ,BEANR,"['28 OCT', ' 02:30', 'UTC-03:00']","['25 NOV', ' 00:00', 'UTC+01:00']",970,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
68,22 days,1,BRSSZ,BEANR,"['25 OCT', ' 09:00', 'UTC-03:00']","['15 NOV', ' 22:24', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR']]","['MSC', 'MSC']"
69,25 days,1,BRSSZ,BEANR,"['4 NOV', ' 08:00', 'UTC-03:00']","['28 NOV', ' 14:00', 'UTC+01:00']",990,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
70,19 days,1,BRSSZ,BEANR,"['28 OCT', ' 02:30', 'UTC-03:00']","['16 NOV', ' 01:48', 'UTC+01:00']",1005,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, MSC']"
71,30 days,1,BRSSZ,BEANR,"['30 OCT', ' 00:00', 'UTC-03:00']","['28 NOV', ' 22:00', 'UTC+01:00']",1025,"[['SSZ', 'PTM', 'LGP', 'RTM', 'HAM'], ['HAM', 'ANR']]","['CMA CGM, Hamburg Sud, Maersk', 'CMA CGM, Hapag-Lloyd']"
72,29 days,1,BRSSZ,BEANR,"['4 NOV', ' 08:00', 'UTC-03:00']","['2 DEC', ' 18:30', 'UTC+01:00']",1125,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'HAM'], ['HAM', 'ANR']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
73,29 days,1,BRSSZ,BEANR,"['25 OCT', ' 09:00', 'UTC-03:00']","['22 NOV', ' 17:00', 'UTC+01:00']",1160,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC']"
74,29 days,2,BRSSZ,BEANR,"['26 OCT', ' 21:00', 'UTC-03:00']","['25 NOV', ' 00:00', 'UTC+01:00']",1000,"[['SSZ', 'RIO'], ['RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR']]","['Hapag-Lloyd, Maersk', 'Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
75,28 days,2,BRSSZ,BEANR,"['4 NOV', ' 08:00', 'UTC-03:00']","['1 DEC', ' 20:00', 'UTC+01:00']",1085,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'LEH'], ['LEH', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
76,26 days,2,BRSSZ,BEANR,"['28 OCT', ' 02:30', 'UTC-03:00']","['23 NOV', ' 06:00', 'UTC+01:00']",1290,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ORK'], ['ORK', 'ANR']]","['Hapag-Lloyd, MSC', 'MSC', 'MSC']"
77,19 days,1,BRSSZ,NLVLI,"['28 OCT', ' 02:30', 'UTC-03:00']","['16 NOV', ' 00:56', 'UTC+01:00']",985,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd, MSC']"
78,25 days,1,BRSSZ,NLVLI,"['30 OCT', ' 00:00', 'UTC-03:00']","['24 NOV', ' 01:35', 'UTC+01:00']",1010,"[['SSZ', 'PTM', 'LGP', 'RTM', 'HAM', 'ANR'], ['ANR', 'VLI']]","['CMA CGM, Hamburg Sud, Maersk']"
79,29 days,1,BRSSZ,NLVLI,"['4 NOV', ' 08:00', 'UTC-03:00']","['2 DEC', ' 15:36', 'UTC+01:00']",1120,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'HAM', 'BRV', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC']"
80,30 days,2,BRSSZ,NLVLI,"['14 NOV', ' 13:30', 'UTC-03:00']","['14 DEC', ' 10:36', 'UTC+01:00']",885,"[['SSZ', 'RIO'], ['RIO', 'ANR'], ['ANR', 'VLI']]","['MSC', 'MSC']"
81,20 days,2,BRSSZ,NLVLI,"['26 OCT', ' 21:00', 'UTC-03:00']","['16 NOV', ' 00:56', 'UTC+01:00']",1015,"[['SSZ', 'RIO'], ['RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'VLI']]","['Hapag-Lloyd, Maersk', 'Hapag-Lloyd, MSC']"
82,28 days,2,BRSSZ,NLVLI,"['28 OCT', ' 02:30', 'UTC-03:00']","['25 NOV', ' 01:36', 'UTC+01:00']",1030,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM'], ['RTM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd, W.E.C. Lines']"
83,25 days,2,BRSSZ,NLVLI,"['4 NOV', ' 08:00', 'UTC-03:00']","['28 NOV', ' 15:32', 'UTC+01:00']",1045,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP'], ['LGP', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
84,22 days,2,BRSSZ,NLVLI,"['25 OCT', ' 09:00', 'UTC-03:00']","['16 NOV', ' 00:00', 'UTC+01:00']",1050,"[['SSZ', 'RIO', 'PEC', 'LPA'], ['LPA', 'ANR'], ['ANR', 'VLI']]","['MSC', 'MSC']"
85,30 days,2,BRSSZ,NLVLI,"['30 OCT', ' 00:00', 'UTC-03:00']","['28 NOV', ' 23:38', 'UTC+01:00']",1085,"[['SSZ', 'PTM', 'LGP', 'RTM', 'HAM'], ['HAM', 'ANR'], ['ANR', 'VLI']]","['CMA CGM, Hamburg Sud, Maersk', 'CMA CGM, Hapag-Lloyd']"
86,29 days,2,BRSSZ,NLVLI,"['4 NOV', ' 08:00', 'UTC-03:00']","['2 DEC', ' 20:05', 'UTC+01:00']",1185,"[['SSZ', 'RIO', 'SSA', 'PEC', 'PTM', 'RTM', 'LGP', 'HAM'], ['HAM', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'Hapag-Lloyd']"
87,29 days,2,BRSSZ,NLVLI,"['25 OCT', ' 09:00', 'UTC-03:00']","['22 NOV', ' 18:36', 'UTC+01:00']",1220,"[['SSZ', 'RIO', 'PEC', 'LPA', 'VLC'], ['VLC', 'ANR'], ['ANR', 'VLI']]","['Hapag-Lloyd, MSC', 'MSC']"
